order_id,user_id,product_id,post_id,bandId,customer_name,customer_bandId,customer_profile,quantity,price,total_amount,comment,status,ordered_at,confirmed_at,completed_at,band_comment_id,band_comment_url,admin_note,updated_at,history,canceled_at,price_option_used,content
82443310_26206_3,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,433651721c1c1075695d4e26524ba72d898e87da82a24f3e327d993ca219d1b5,26206,82443310,가빈과일첫째,,,4,4900,19600,@신지연맘 감사합니다2,주문완료,2025-04-01 01:33:00+00,,,26206_comment_3,https://band.us/band/82443310/post/26206#comment,,,,,1팩 x 4,
82443310_26206_4,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,433651721c1c1075695d4e26524ba72d898e87da82a24f3e327d993ca219d1b5,26206,82443310,히히,,,1,4900,4900,1팩이요,주문완료,2025-04-01 02:00:00+00,,,26206_comment_4,https://band.us/band/82443310/post/26206#comment,,,,,1팩,
82443310_26206_5,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,433651721c1c1075695d4e26524ba72d898e87da82a24f3e327d993ca219d1b5,26206,82443310,가빈과일첫째,,,4,4900,19600,@히히 감사합니다3,주문완료,2025-04-01 02:15:00+00,,,26206_comment_5,https://band.us/band/82443310/post/26206#comment,,,,,1팩 x 4,
82443310_26206_6,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,433651721c1c1075695d4e26524ba72d898e87da82a24f3e327d993ca219d1b5,26206,82443310,호박씨,,,1,4900,4900,1팩이요,주문완료,2025-04-01 04:21:00+00,,,26206_comment_6,https://band.us/band/82443310/post/26206#comment,,,,,1팩,
82443310_26206_7,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,433651721c1c1075695d4e26524ba72d898e87da82a24f3e327d993ca219d1b5,26206,82443310,가빈과일마켓 김실장,,,4,4900,19600,@호박씨 감사합니다 4,주문완료,2025-04-01 04:23:00+00,,,26206_comment_7,https://band.us/band/82443310/post/26206#comment,,,,,1팩 x 4,
82443310_26206_8,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,433651721c1c1075695d4e26524ba72d898e87da82a24f3e327d993ca219d1b5,26206,82443310,연우연서맘,,,2,4900,9800,2팩요,주문완료,2025-04-01 04:35:00+00,,,26206_comment_8,https://band.us/band/82443310/post/26206#comment,,,,,1팩 x 2,
82443310_26206_9,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,433651721c1c1075695d4e26524ba72d898e87da82a24f3e327d993ca219d1b5,26206,82443310,지선,,,1,4900,4900,1팩요,주문완료,2025-04-01 04:37:00+00,,,26206_comment_9,https://band.us/band/82443310/post/26206#comment,,,,,1팩,
82443310_26208_0,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,9d85bacfa34d916ae2b57a08165f4808db87a92545e5cb03c0dbae5be32046a8,26208,82443310,히히,,,1,1300,1300,2모,주문완료,2025-04-01 02:00:00+00,,,26208_comment_0,https://band.us/band/82443310/post/26208#comment,,,,,1모,
82443310_26208_1,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,9d85bacfa34d916ae2b57a08165f4808db87a92545e5cb03c0dbae5be32046a8,26208,82443310,전미자,,,1,1300,1300,2모,주문완료,2025-04-01 02:06:00+00,,,26208_comment_1,https://band.us/band/82443310/post/26208#comment,,,,,1모,
82443310_26208_2,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,9d85bacfa34d916ae2b57a08165f4808db87a92545e5cb03c0dbae5be32046a8,26208,82443310,가빈과일첫째,,,4,1300,5200,@히히 @전미자 감사합니다4,주문완료,2025-04-01 02:14:00+00,,,26208_comment_2,https://band.us/band/82443310/post/26208#comment,,,,,1모 x 4,
82443310_26208_3,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,9d85bacfa34d916ae2b57a08165f4808db87a92545e5cb03c0dbae5be32046a8,26208,82443310,나다구,,,1,1300,1300,2모요,주문완료,2025-04-01 02:53:00+00,,,26208_comment_3,https://band.us/band/82443310/post/26208#comment,,,,,1모,
82443310_26208_4,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,9d85bacfa34d916ae2b57a08165f4808db87a92545e5cb03c0dbae5be32046a8,26208,82443310,장정숙,,,1,1300,1300,1모요,주문완료,2025-04-01 03:00:00+00,,,26208_comment_4,https://band.us/band/82443310/post/26208#comment,,,,,1모,
82443310_26208_5,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,9d85bacfa34d916ae2b57a08165f4808db87a92545e5cb03c0dbae5be32046a8,26208,82443310,가빈과일첫째,,,4,1300,5200,@나다구 @장정숙 감사합니다7,주문완료,2025-04-01 03:07:00+00,,,26208_comment_5,https://band.us/band/82443310/post/26208#comment,,,,,1모 x 4,
82443310_26208_6,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,9d85bacfa34d916ae2b57a08165f4808db87a92545e5cb03c0dbae5be32046a8,26208,82443310,경~,,,1,1300,1300,2모요,주문완료,2025-04-01 04:42:00+00,,,26208_comment_6,https://band.us/band/82443310/post/26208#comment,,,,,1모,
82443310_26208_7,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,9d85bacfa34d916ae2b57a08165f4808db87a92545e5cb03c0dbae5be32046a8,26208,82443310,가빈과일첫째,,,4,1300,5200,@경~ 감사합니다9,주문완료,2025-04-01 04:43:00+00,,,26208_comment_7,https://band.us/band/82443310/post/26208#comment,,,,,1모 x 4,
82443310_26209_0,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,41e8877991b66b836d65ae904cb3019909ba91958759a8571546b225d9f3e11f,26209,82443310,김춘애,,,1,5900,5900,1봉지요,주문완료,2025-04-01 02:38:00+00,,,26209_comment_0,https://band.us/band/82443310/post/26209#comment,,,,,1봉지 (900g 내외),
82443310_26209_1,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,41e8877991b66b836d65ae904cb3019909ba91958759a8571546b225d9f3e11f,26209,82443310,가빈과일첫째,,,4,5900,23600,@김춘애 감사합니다1,주문완료,2025-04-01 02:47:00+00,,,26209_comment_1,https://band.us/band/82443310/post/26209#comment,,,,,1봉지 (900g 내외) x 4,
82443310_26209_2,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,41e8877991b66b836d65ae904cb3019909ba91958759a8571546b225d9f3e11f,26209,82443310,서윤*서진 맘,,,2,5900,11800,2팩요,주문완료,2025-04-01 03:20:00+00,,,26209_comment_2,https://band.us/band/82443310/post/26209#comment,,,,,1봉지 (900g 내외) x 2,
82443310_26209_3,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,41e8877991b66b836d65ae904cb3019909ba91958759a8571546b225d9f3e11f,26209,82443310,가빈과일마켓(010 8624 0169),,,4,5900,23600,@서윤*서진 맘 감사합니다3,주문완료,2025-04-01 03:44:00+00,,,26209_comment_3,https://band.us/band/82443310/post/26209#comment,,,,,1봉지 (900g 내외) x 4,
82443310_26209_4,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,41e8877991b66b836d65ae904cb3019909ba91958759a8571546b225d9f3e11f,26209,82443310,호박씨,,,1,5900,5900,1팩요,주문완료,2025-04-01 04:21:00+00,,,26209_comment_4,https://band.us/band/82443310/post/26209#comment,,,,,1봉지 (900g 내외),
82443310_26209_5,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,41e8877991b66b836d65ae904cb3019909ba91958759a8571546b225d9f3e11f,26209,82443310,가빈과일마켓 김실장,,,4,5900,23600,@호박씨 감사합니다 4,주문완료,2025-04-01 04:22:00+00,,,26209_comment_5,https://band.us/band/82443310/post/26209#comment,,,,,1봉지 (900g 내외) x 4,
82443310_26210_0,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,f4e4857d2add900e15e2680c27d72596f8eba47f823f466ad5001b872cc6abf5,26210,82443310,홍미애,,,1,8900,8900,1봉지요,주문완료,2025-04-01 01:46:00+00,,,26210_comment_0,https://band.us/band/82443310/post/26210#comment,,,,,6알 1봉지,
82443310_26210_1,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,f4e4857d2add900e15e2680c27d72596f8eba47f823f466ad5001b872cc6abf5,26210,82443310,해주맘스,,,1,8900,8900,1,주문완료,2025-04-01 01:55:00+00,,,26210_comment_1,https://band.us/band/82443310/post/26210#comment,,,,,6알 1봉지,
82443310_26210_2,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,f4e4857d2add900e15e2680c27d72596f8eba47f823f466ad5001b872cc6abf5,26210,82443310,가빈과일첫째,,,4,8900,35600,@홍미애 @해주맘스 감사합니다2,주문완료,2025-04-01 02:13:00+00,,,26210_comment_2,https://band.us/band/82443310/post/26210#comment,,,,,6알 1봉지 x 4,
82443310_26210_3,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,f4e4857d2add900e15e2680c27d72596f8eba47f823f466ad5001b872cc6abf5,26210,82443310,서윤*서진 맘,,,1,8900,8900,2봉요,주문완료,2025-04-01 03:20:00+00,,,26210_comment_3,https://band.us/band/82443310/post/26210#comment,,,,,6알 1봉지,
