product_id,user_id,bandId,title,content,base_price,original_price,quantity,category,tags,status,expire_date,barcode,product_code,band_post_id,band_post_url,created_at,updated_at,total_order_quantity,total_order_amount,order_summary,comment_count,price_options,features,deliveryinfo,deliverydate,deliverytype,pickup_info,pickup_date,pickup_type,quantity_text
82443310_product_25978,f2daf0ee-fdb4-4c04-bcc4-6669a30d7d35,82443310,제목 추출 실패,"내일화요일수령입니다예약은댓글로주세요모시로만 생쑥개떡 400g(10ea)#영양간식 #맛집떡 #홈쇼핑인기상품 #아침식사1팩👉👉👉3,900원1팩👉👉👉2,900원 2팩👉👉👉5,000원 쫀득쫀득~끝판왕 모시로만 떡시리즈 2번째 쑥개떡입니다.이것도 홈쇼핑에서 선물용 정말 많이 나가는 상품🎁생떡을 급속냉동한 제품이구 이것만 찾는 분들이 많습니다!또 이건 직접 손으로 빚어 만든 찐 핸드메이드 제품으로떡 맛과 품질은 확실합니다.👍👍👍요건 식을수록 맛있는 떡~풍부한 섬유질 때문에오래 둬도 빨리 굳지 않는 특징이 있어바로 드시지 말구 식혀서쫄깃쫄깃한 식감과 쌉싸름한 쑥 특유 향을 함께 즐기세요.|체크포인트|-국내산 쌀, 천일염을 사용-국내산 쑥 34% 함유-HACCP 인증시설-직접 빚은 떡(생떡)-생산 후 급속냉동으로 쫄깃함 유지-홈쇼핑 인기제품-개별 포장|해동 및 조리법|상온에 1시간 정도 자연 해동 하시면 충분해요!그대로 ~ 찜기에 올리면 끝!(포장지 뒷면에 조리법 참조)상품명:쌩쑥개떡가격:3,900원",2900,2900,1,기타,[],판매중,,,,25978,https://band.us/band/82443310/post/25978,2025-03-24 13:16:55.588+00,2025-03-24 13:16:55.588+00,,,"{""total_orders"": 0, ""pending_orders"": 0, ""confirmed_orders"": 0}",0,"[{""price"": 2900, ""quantity"": 1, ""description"": ""기본가""}]",[],,,,,,,
