post_id,user_id,band_number,unique_post_id,band_post_url,author_name,title,author_id,author_profile,content,posted_at,updated_at,crawled_at,comment_count,view_count,like_count,product_id,is_product,tags,status,post_number,products_data,image_urls,item_list,post_key,band_key,last_checked_comment_at
cda8244e-b5c1-4f08-9129-555b4122e1bd_post_AAAG8tAgpFbS33L4wAxSKbFp,cda8244e-b5c1-4f08-9129-555b4122e1bd,AAAP_UNq5T7e95HgLC3dfYXP,,,가빈과일마켓(010 8624 0169),,,,"내일토요일도착입시다
예약은댓글로주세요

쫄볶이에 이어 신상으로 나온
쫄면라볶이❤️

맛의 핵심! 달콤매콤 비법소스!

👍양도 많고 남은 국물에 밥볶아 먹으면 한끼 뚝딱
👍한번 먹으면 자꾸만 생각나는 인생 쫄면라볶이

샘플 드셔보신 손님분들, 저희팀원분들
모든 분들이 너무너무 만족해서 가져옵니다❤️

말랑한 떡 감칠맛을 더하는 어묵까지 풍성하게~~~
500ml 물을 팔팔 끓여주시고 모든 재료넣고
3~4분이면 완성 초간편!!! (면이 익었는지 확인해주세요)

쫄면 라볶이(약 2인분 330g)
👉👉👉 한팩 5,900원💥💥💥
",2025-05-02 07:56:55+00,2025-05-02 19:25:14.891+00,,2,,,,true,,활성,,"{""product_ids"": [], ""original_product_ids"": [], ""has_multiple_products"": false}",,,AAAG8tAgpFbS33L4wAxSKbFp,AAAP_UNq5T7e95HgLC3dfYXP,
