product_id,user_id,band_number,title,content,base_price,quantity,category,tags,status,expire_date,barcode,product_code,post_id,band_post_url,created_at,updated_at,total_order_quantity,total_order_amount,order_summary,comment_count,price_options,features,deliveryinfo,deliverydate,deliverytype,pickup_info,pickup_date,pickup_type,quantity_text,original_product_id,is_multiple_product,product_index,item_number,post_number,stock_quantity,memo,is_closed,last_comment_at
prod_96643229_27054_item1,5cc571e8-ba04-4ae9-bcd6-590f57c0ff24,96643229,쫄면라볶이,"내일토요일도착입시다예약은댓글로주세요쫄볶이에 이어 신상으로 나온쫄면라볶이❤️맛의 핵심! 달콤매콤 비법소스!👍양도 많고 남은 국물에 밥볶아 먹으면 한끼 뚝딱👍한번 먹으면 자꾸만 생각나는 인생 쫄면라볶이샘플 드셔보신 손님분들, 저희팀원분들모든 분들이 너무너무 만족해서 가져옵니다❤️말랑한 떡 감칠맛을 더하는 어묵까지 풍성하게~~~500ml 물을 팔팔 끓여주시고 모든 재료넣고3~4분이면 완성 초간편!!! (면이 익었는지 확인해주세요)쫄면 라볶이(약 2인분 330g)👉👉👉 한팩 5,900원💥💥💥",5900,1,식품,[],판매중,,8721144618709,,5cc571e8-ba04-4ae9-bcd6-590f57c0ff24-96643229-27054,https://www.band.us/band/82443310/post/27054,2025-05-02 07:56:00+00,2025-05-02 08:03:24.182+00,,,"{""total_orders"": 0, ""total_quantity"": 0}",,"[{""price"": 5900, ""quantity"": 1, ""description"": ""쫄면 라볶이(약 2인분 330g)""}]",[],,,,내일토요일도착입시다예약은댓글로주세요,2025-05-03 00:00:00+00,도착,1팩,,false,0,1,27054,,,false,
